,name,rating,genre,year,score,votes,director,writer,star,runtime,decade,gross,budget,company
6252,About Time,R,Comedy,2013,7.8,317000.0,Richard Curtis,Richard Curtis,Domhnall Gleeson,123.0,2010s,119.0,16.0,Translux
6253,The Hobbit: The Desolation of Smaug,PG-13,Adventure,2013,7.8,615000.0,Peter Jackson,Fran Walsh,Ian McKellen,161.0,2010s,1314.0,308.0,Metro-Goldwyn-Mayer (MGM)
6254,Man of Steel,PG-13,Action,2013,7.0,721000.0,Zack Snyder,David S. Goyer,Henry Cavill,143.0,2010s,915.0,308.0,Warner Brothers
6258,Her,R,Drama,2013,8.0,559000.0,Spike Jonze,Spike Jonze,Joaquin Phoenix,126.0,2010s,66.0,32.0,Annapurna
6259,Snowpiercer,R,Action,2013,7.1,335000.0,Bong Joon Ho,Jacques Lob,Chris Evans,126.0,2010s,119.0,54.0,SnowPiercer
6260,We're the Millers,R,Comedy,2013,7.0,415000.0,Rawson Marshall Thurber,Bob Fisher,Jason Sudeikis,110.0,2010s,370.0,51.0,New Line Cinema
6261,Kick-Ass 2,R,Action,2013,6.5,259000.0,Jeff Wadlow,Jeff Wadlow,Aaron Taylor-Johnson,103.0,2010s,83.0,38.0,Universal Pictures
6262,Frozen,PG,Animation,2013,7.4,585000.0,Chris Buck,Jennifer Lee,Kristen Bell,102.0,2010s,1756.0,206.0,Walt Disney
6263,The Great Gatsby,PG-13,Drama,2013,7.2,494000.0,Baz Luhrmann,Baz Luhrmann,Leonardo DiCaprio,143.0,2010s,484.0,144.0,Warner Brothers
6264,American Hustle,R,Crime,2013,7.2,458000.0,David O. Russell,Eric Warren Singer,Christian Bale,138.0,2010s,344.0,55.0,Columbia Pictures
6265,The Green Inferno,R,Adventure,2013,5.3,41000.0,Eli Roth,Eli Roth,Lorenza Izzo,100.0,2010s,17.0,7.0,Worldview Entertainment
6266,Rush,R,Action,2013,8.1,446000.0,Ron Howard,Peter Morgan,Daniel Brühl,123.0,2010s,133.0,52.0,Exclusive Media Group
6267,Monsters University,G,Animation,2013,7.2,332000.0,Dan Scanlon,Dan Scanlon,Billy Crystal,104.0,2010s,1019.0,274.0,Walt Disney
6268,Don Jon,R,Comedy,2013,6.5,232000.0,Joseph Gordon-Levitt,Joseph Gordon-Levitt,Joseph Gordon-Levitt,90.0,2010s,54.0,4.0,Voltage Pictures
6269,Now You See Me,PG-13,Crime,2013,7.2,612000.0,Louis Leterrier,Ed Solomon,Jesse Eisenberg,115.0,2010s,482.0,103.0,Summit Entertainment
6270,Oblivion,PG-13,Action,2013,7.0,495000.0,Joseph Kosinski,Karl Gajdusek,Tom Cruise,124.0,2010s,392.0,164.0,Universal Pictures
6271,Identity Thief,R,Comedy,2013,5.7,128000.0,Seth Gordon,Craig Mazin,Jason Bateman,111.0,2010s,238.0,48.0,Aggregate Films
6273,Star Trek Into Darkness,PG-13,Action,2013,7.7,468000.0,J.J. Abrams,Roberto Orci,Chris Pine,132.0,2010s,640.0,260.0,Paramount Pictures
6274,The Hunger Games: Catching Fire,PG-13,Action,2013,7.5,626000.0,Francis Lawrence,Simon Beaufoy,Jennifer Lawrence,146.0,2010s,1185.0,178.0,Color Force
6275,Homefront,R,Action,2013,6.5,113000.0,Gary Fleder,Sylvester Stallone,Jason Statham,100.0,2010s,66.0,30.0,Open Road Films (II)
6276,Movie 43,R,Comedy,2013,4.3,101000.0,Directors,Rocky Russo,Emma Stone,94.0,2010s,44.0,8.0,Relativity Media
6277,World War Z,PG-13,Action,2013,7.0,618000.0,Marc Forster,Matthew Michael Carnahan,Brad Pitt,116.0,2010s,740.0,260.0,Paramount Pictures
6278,12 Years a Slave,R,Biography,2013,8.1,657000.0,Steve McQueen,John Ridley,Chiwetel Ejiofor,134.0,2010s,257.0,27.0,New Regency Productions
6279,G.I. Joe: Retaliation,PG-13,Action,2013,5.8,176000.0,Jon M. Chu,Rhett Reese,Dwayne Johnson,110.0,2010s,515.0,178.0,Paramount Pictures
6280,Dallas Buyers Club,R,Biography,2013,8.0,455000.0,Jean-Marc Vallée,Craig Borten,Matthew McConaughey,117.0,2010s,76.0,7.0,Truth Entertainment (II)
6281,The Secret Life of Walter Mitty,PG,Adventure,2013,7.3,300000.0,Ben Stiller,Steve Conrad,Ben Stiller,114.0,2010s,258.0,123.0,Twentieth Century Fox
6282,Pacific Rim,PG-13,Action,2013,6.9,475000.0,Guillermo del Toro,Travis Beacham,Idris Elba,131.0,2010s,563.0,260.0,Warner Brothers
6283,The Croods,PG,Animation,2013,7.2,199000.0,Kirk DeMicco,Chris Sanders,Nicolas Cage,98.0,2010s,804.0,185.0,DreamWorks Animation
6284,This Is the End,R,Comedy,2013,6.6,391000.0,Evan Goldberg,Seth Rogen,James Franco,107.0,2010s,173.0,44.0,Columbia Pictures
6285,The Way Way Back,PG-13,Comedy,2013,7.4,143000.0,Nat Faxon,Nat Faxon,Steve Carell,103.0,2010s,36.0,7.0,Sycamore Pictures
6286,The Internship,PG-13,Comedy,2013,6.3,193000.0,Shawn Levy,Vince Vaughn,Vince Vaughn,119.0,2010s,128.0,79.0,Twentieth Century Fox
6287,Elysium,R,Action,2013,6.6,426000.0,Neill Blomkamp,Neill Blomkamp,Matt Damon,109.0,2010s,392.0,158.0,TriStar Pictures
6288,Hansel & Gretel: Witch Hunters,R,Action,2013,6.1,198000.0,Tommy Wirkola,Tommy Wirkola,Jeremy Renner,88.0,2010s,310.0,68.0,Paramount Pictures
6289,Captain Phillips,PG-13,Adventure,2013,7.8,432000.0,Paul Greengrass,Billy Ray,Tom Hanks,134.0,2010s,300.0,75.0,Scott Rudin Productions
6290,Evil Dead,R,Horror,2013,6.5,160000.0,Fede Alvarez,Fede Alvarez,Jane Levy,91.0,2010s,134.0,23.0,TriStar Pictures
6291,White House Down,PG-13,Action,2013,6.3,211000.0,Roland Emmerich,James Vanderbilt,Channing Tatum,131.0,2010s,281.0,206.0,Columbia Pictures
6293,Olympus Has Fallen,R,Action,2013,6.5,263000.0,Antoine Fuqua,Creighton Rothenberger,Gerard Butler,119.0,2010s,233.0,96.0,Millennium Films
6294,Lone Survivor,R,Action,2013,7.5,272000.0,Peter Berg,Peter Berg,Mark Wahlberg,121.0,2010s,212.0,55.0,Film 44
6295,Oz the Great and Powerful,PG,Adventure,2013,6.3,201000.0,Sam Raimi,Mitchell Kapner,James Franco,130.0,2010s,676.0,295.0,Walt Disney
6296,Pain & Gain,R,Action,2013,6.4,205000.0,Michael Bay,Christopher Markus,Mark Wahlberg,129.0,2010s,120.0,36.0,Paramount Pictures
6297,Oldboy,R,Action,2013,5.7,71000.0,Spike Lee,Garon Tsuchiya,Josh Brolin,104.0,2010s,7.0,41.0,Good Universe
6298,Out of the Furnace,R,Action,2013,6.8,110000.0,Scott Cooper,Brad Ingelsby,Christian Bale,116.0,2010s,21.0,30.0,Appian Way
6299,Coherence,Not Rated,Drama,2013,7.2,115000.0,James Ward Byrkit,James Ward Byrkit,Emily Baldoni,89.0,2010s,0.0,0.0,Bellanova Films
6300,Ender's Game,PG-13,Action,2013,6.6,228000.0,Gavin Hood,Gavin Hood,Harrison Ford,114.0,2010s,172.0,151.0,Summit Entertainment
6301,Anchorman 2: the Legend Continues,PG-13,Comedy,2013,6.3,172000.0,Adam McKay,Will Ferrell,Will Ferrell,119.0,2010s,238.0,68.0,Paramount Pictures
6302,The World's End,R,Comedy,2013,7.0,266000.0,Edgar Wright,Simon Pegg,Simon Pegg,109.0,2010s,63.0,27.0,Universal Pictures
6304,The Mortal Instruments: City of Bones,PG-13,Action,2013,5.9,129000.0,Harald Zwart,Jessica Postigo,Lily Collins,130.0,2010s,131.0,82.0,Screen Gems
6305,Mama,PG-13,Fantasy,2013,6.2,172000.0,Andy Muschietti,Andy Muschietti,Jessica Chastain,100.0,2010s,201.0,21.0,Universal Pictures
6306,Riddick,R,Action,2013,6.4,157000.0,David Twohy,David Twohy,Vin Diesel,119.0,2010s,135.0,52.0,Riddick Canada Productions
6307,A Good Day to Die Hard,R,Action,2013,5.3,201000.0,John Moore,Skip Woods,Bruce Willis,98.0,2010s,417.0,126.0,Twentieth Century Fox
6308,Escape Plan,R,Action,2013,6.7,232000.0,Mikael Håfström,Miles Chapman,Sylvester Stallone,115.0,2010s,188.0,68.0,Summit Entertainment
6309,The Wolverine,PG-13,Action,2013,6.7,439000.0,James Mangold,Mark Bomback,Hugh Jackman,126.0,2010s,568.0,164.0,Twentieth Century Fox
6310,Texas Chainsaw,R,Horror,2013,4.8,47000.0,John Luessenhop,Adam Marcus,Alexandra Daddario,92.0,2010s,65.0,27.0,Lionsgate
6311,Despicable Me 2,PG,Animation,2013,7.3,377000.0,Pierre Coffin,Cinco Paul,Steve Carell,98.0,2010s,1330.0,104.0,Universal Pictures
6312,47 Ronin,PG-13,Action,2013,6.3,152000.0,Carl Rinsch,Chris Morgan,Keanu Reeves,128.0,2010s,208.0,240.0,Bluegrass Films
6314,Machete Kills,R,Action,2013,5.6,76000.0,Robert Rodriguez,Kyle Ward,Danny Trejo,107.0,2010s,24.0,27.0,AR Films
6315,Warm Bodies,PG-13,Comedy,2013,6.8,223000.0,Jonathan Levine,Isaac Marion,Nicholas Hoult,98.0,2010s,160.0,48.0,Summit Entertainment
6316,Percy Jackson: Sea of Monsters,PG,Adventure,2013,5.8,113000.0,Thor Freudenthal,Marc Guggenheim,Logan Lerman,106.0,2010s,274.0,123.0,Fox 2000 Pictures
6317,Blue Jasmine,PG-13,Comedy,2013,7.3,195000.0,Woody Allen,Woody Allen,Cate Blanchett,98.0,2010s,136.0,25.0,Gravier Productions
6319,Safe Haven,PG-13,Drama,2013,6.7,106000.0,Lasse Hallström,Dana Stevens,Julianne Hough,115.0,2010s,134.0,38.0,Relativity Media
6320,Gangster Squad,R,Action,2013,6.7,209000.0,Ruben Fleischer,Will Beall,Sean Penn,113.0,2010s,144.0,82.0,Warner Brothers
6321,August: Osage County,R,Comedy,2013,7.2,87000.0,John Wells,Tracy Letts,Meryl Streep,121.0,2010s,102.0,34.0,The Weinstein Company
6323,Before Midnight,R,Drama,2013,7.9,146000.0,Richard Linklater,Richard Linklater,Ethan Hawke,109.0,2010s,29.0,4.0,Faliro House Productions
6325,Begin Again,R,Comedy,2013,7.4,147000.0,John Carney,John Carney,Keira Knightley,104.0,2010s,90.0,11.0,Exclusive Media Group
6326,Oculus,R,Horror,2013,6.5,120000.0,Mike Flanagan,Mike Flanagan,Karen Gillan,104.0,2010s,61.0,7.0,Intrepid Pictures
6328,The Counselor,R,Crime,2013,5.3,98000.0,Ridley Scott,Cormac McCarthy,Michael Fassbender,117.0,2010s,97.0,34.0,Fox 2000 Pictures
6329,Parker,R,Action,2013,6.2,118000.0,Taylor Hackford,John J. McLaughlin,Jason Statham,118.0,2010s,64.0,48.0,Incentive Filmed Entertainment
6330,The Call,R,Crime,2013,6.7,115000.0,Brad Anderson,Richard D'Ovidio,Halle Berry,94.0,2010s,94.0,18.0,TriStar Pictures
6331,Scary Movie V,PG-13,Comedy,2013,3.5,67000.0,Malcolm D. Lee,David Zucker,Simon Rex,86.0,2010s,107.0,27.0,Dimension Films
6332,R.I.P.D.,PG-13,Action,2013,5.6,123000.0,Robert Schwentke,Phil Hay,Ryan Reynolds,96.0,2010s,107.0,178.0,Universal Pictures
6333,Inside Llewyn Davis,R,Comedy,2013,7.5,144000.0,Ethan Coen,Joel Coen,Oscar Isaac,104.0,2010s,45.0,15.0,CBS Films
6334,The To Do List,R,Comedy,2013,5.8,38000.0,Maggie Carey,Maggie Carey,Aubrey Plaza,104.0,2010s,5.0,2.0,3 Arts Entertainment
6335,Carrie,R,Drama,2013,5.9,135000.0,Kimberly Peirce,Lawrence D. Cohen,Chloë Grace Moretz,100.0,2010s,116.0,41.0,Metro-Goldwyn-Mayer (MGM)
6336,The Lone Ranger,PG-13,Action,2013,6.4,225000.0,Gore Verbinski,Justin Haythe,Johnny Depp,150.0,2010s,357.0,295.0,Walt Disney
6337,The Host,PG-13,Action,2013,5.9,112000.0,Andrew Niccol,Andrew Niccol,Saoirse Ronan,125.0,2010s,87.0,55.0,Chockstone Pictures
6338,Turbo,PG,Animation,2013,6.4,88000.0,David Soren,Darren Lemke,Ryan Reynolds,96.0,2010s,387.0,185.0,DreamWorks Animation
6339,What If,PG-13,Comedy,2013,6.8,73000.0,Michael Dowse,Elan Mastai,Daniel Radcliffe,98.0,2010s,12.0,15.0,No Trace Camping
6340,2 Guns,R,Action,2013,6.7,201000.0,Baltasar Kormákur,Blake Masters,Denzel Washington,109.0,2010s,181.0,84.0,Universal Pictures
6341,Enough Said,PG-13,Comedy,2013,7.0,60000.0,Nicole Holofcener,Nicole Holofcener,Julia Louis-Dreyfus,93.0,2010s,35.0,11.0,Fox Searchlight Pictures
6342,Side Effects,R,Crime,2013,7.1,183000.0,Steven Soderbergh,Scott Z. Burns,Rooney Mara,106.0,2010s,87.0,41.0,Endgame Entertainment
6343,The Heat,R,Action,2013,6.6,165000.0,Paul Feig,Katie Dippold,Sandra Bullock,117.0,2010s,315.0,59.0,Twentieth Century Fox
6344,Insidious: Chapter 2,PG-13,Horror,2013,6.6,160000.0,James Wan,Leigh Whannell,Patrick Wilson,106.0,2010s,222.0,7.0,FilmDistrict
6348,After Earth,PG-13,Action,2013,4.8,194000.0,M. Night Shyamalan,Gary Whitta,Jaden Smith,100.0,2010s,334.0,178.0,Columbia Pictures
6349,Lee Daniels' The Butler,PG-13,Biography,2013,7.2,111000.0,Lee Daniels,Danny Strong,Forest Whitaker,132.0,2010s,243.0,41.0,Follow Through Productions
6351,RED 2,PG-13,Action,2013,6.6,163000.0,Dean Parisot,Jon Hoeber,Bruce Willis,116.0,2010s,203.0,115.0,Summit Entertainment
6354,Dead Man Down,R,Action,2013,6.5,65000.0,Niels Arden Oplev,J.H. Wyman,Colin Farrell,118.0,2010s,25.0,41.0,FilmDistrict
6355,The Spectacular Now,R,Comedy,2013,7.1,147000.0,James Ponsoldt,Scott Neustadter,Miles Teller,95.0,2010s,9.0,3.0,Andrew Lauren Productions
6356,42,PG-13,Biography,2013,7.5,89000.0,Brian Helgeland,Brian Helgeland,Chadwick Boseman,128.0,2010s,134.0,55.0,Warner Brothers
6358,The Last Stand,R,Action,2013,6.3,135000.0,Jee-woon Kim,Andrew Knauer,Arnold Schwarzenegger,107.0,2010s,66.0,62.0,CJ Entertainment
6359,Filth,R,Comedy,2013,7.1,104000.0,Jon S. Baird,Jon S. Baird,James McAvoy,97.0,2010s,12.0,7.0,Steel Mill Pictures
6363,Saving Mr. Banks,PG-13,Biography,2013,7.5,155000.0,John Lee Hancock,Kelly Marcel,Emma Thompson,125.0,2010s,161.0,48.0,Walt Disney
6364,The Book Thief,PG-13,Drama,2013,7.5,130000.0,Brian Percival,Markus Zusak,Sophie Nélisse,131.0,2010s,105.0,26.0,Fox 2000 Pictures
6365,The Hangover Part III,R,Comedy,2013,5.8,299000.0,Todd Phillips,Todd Phillips,Bradley Cooper,100.0,2010s,496.0,141.0,Green Hat Films
6367,The Bling Ring,R,Biography,2013,5.6,85000.0,Sofia Coppola,Sofia Coppola,Katie Chang,90.0,2010s,27.0,11.0,American Zoetrope
6368,The Family,R,Comedy,2013,6.3,113000.0,Luc Besson,Luc Besson,Robert De Niro,111.0,2010s,107.0,41.0,EuropaCorp
6369,The Wind Rises,PG-13,Animation,2013,7.8,77000.0,Hayao Miyazaki,Hayao Miyazaki,Hideaki Anno,126.0,2010s,187.0,41.0,Studio Ghibli
6371,Beautiful Creatures,PG-13,Drama,2013,6.1,85000.0,Richard LaGravenese,Richard LaGravenese,Alice Englert,124.0,2010s,82.0,82.0,Alcon Entertainment
6372,Joe,R,Crime,2013,6.9,46000.0,David Gordon Green,Gary Hawkins,Nicolas Cage,117.0,2010s,3.0,5.0,Worldview Entertainment
6373,Delivery Man,PG-13,Comedy,2013,6.4,76000.0,Ken Scott,Ken Scott,Vince Vaughn,105.0,2010s,73.0,36.0,DreamWorks
6375,Grudge Match,PG-13,Comedy,2013,6.4,59000.0,Peter Segal,Tim Kelleher,Robert De Niro,113.0,2010s,62.0,55.0,Callahan Filmworks
6376,Planes,PG,Animation,2013,5.7,43000.0,Klay Hall,John Lasseter,Carlos Alazraqui,91.0,2010s,328.0,68.0,Prana Studios
6377,Cloudy with a Chance of Meatballs 2,PG,Animation,2013,6.4,94000.0,Cody Cameron,Erica Rivinoja,Bill Hader,95.0,2010s,376.0,107.0,Columbia Pictures
6378,Jack the Giant Slayer,PG-13,Adventure,2013,6.2,134000.0,Bryan Singer,Darren Lemke,Nicholas Hoult,114.0,2010s,271.0,267.0,New Line Cinema
6380,Epic,PG,Animation,2013,6.7,101000.0,Chris Wedge,James V. Hart,Amanda Seyfried,102.0,2010s,368.0,137.0,Twentieth Century Fox
6381,Dark Skies,PG-13,Horror,2013,6.3,73000.0,Scott Stewart,Scott Stewart,Keri Russell,97.0,2010s,38.0,5.0,Alliance
6382,Nebraska,R,Adventure,2013,7.7,114000.0,Alexander Payne,Bob Nelson,Bruce Dern,115.0,2010s,38.0,16.0,Paramount Vantage
6385,Labor Day,PG-13,Drama,2013,6.9,44000.0,Jason Reitman,Jason Reitman,Kate Winslet,111.0,2010s,28.0,25.0,Indian Paintbrush
6387,Broken City,R,Action,2013,6.2,78000.0,Allen Hughes,Brian Tucker,Mark Wahlberg,109.0,2010s,48.0,48.0,Emmett/Furla/Oasis Films (EFO Films)
6388,The Zero Theorem,R,Comedy,2013,6.1,46000.0,Terry Gilliam,Pat Rushin,Christoph Waltz,107.0,2010s,2.0,12.0,Voltage Pictures
6393,The Grandmaster,PG-13,Action,2013,6.6,32000.0,Kar-Wai Wong,Kar-Wai Wong,Tony Chiu-Wai Leung,130.0,2010s,101.0,53.0,Block 2 Pictures
6394,The Incredible Burt Wonderstone,PG-13,Comedy,2013,5.9,71000.0,Don Scardino,Jonathan Goldstein,Steve Carell,100.0,2010s,38.0,41.0,New Line Cinema
6396,The Big Wedding,R,Comedy,2013,5.6,48000.0,Justin Zackham,Justin Zackham,Robert De Niro,89.0,2010s,64.0,48.0,Two Ton Films
6398,Snitch,PG-13,Action,2013,6.4,85000.0,Ric Roman Waugh,Justin Haythe,Dwayne Johnson,112.0,2010s,79.0,21.0,Exclusive Media Group
6399,The Smurfs 2,PG,Animation,2013,5.3,39000.0,Raja Gosnell,J. David Stem,Neil Patrick Harris,105.0,2010s,476.0,144.0,Columbia Pictures
6400,Last Vegas,PG-13,Comedy,2013,6.6,130000.0,Jon Turteltaub,Dan Fogelman,Robert De Niro,105.0,2010s,184.0,38.0,CBS Films
6401,Fruitvale Station,R,Biography,2013,7.5,78000.0,Ryan Coogler,Ryan Coogler,Michael B. Jordan,85.0,2010s,24.0,1.0,Forest Whitaker's Significant Productions
6403,Bad Grandpa,R,Comedy,2013,6.5,90000.0,Jeff Tremaine,Johnny Knoxville,Johnny Knoxville,92.0,2010s,208.0,21.0,Dickhouse Productions
6404,Philomena,PG-13,Biography,2013,7.6,96000.0,Stephen Frears,Steve Coogan,Judi Dench,98.0,2010s,137.0,16.0,The Weinstein Company
6405,The Canyons,R,Drama,2013,3.8,11000.0,Paul Schrader,Bret Easton Ellis,Lindsay Lohan,99.0,2010s,0.0,0.0,Prettybird
6406,Jobs,PG-13,Biography,2013,6.0,95000.0,Joshua Michael Stern,Matt Whiteley,Ashton Kutcher,128.0,2010s,58.0,16.0,Open Road Films (II)
6408,The Immigrant,R,Drama,2013,6.6,31000.0,James Gray,James Gray,Marion Cotillard,120.0,2010s,8.0,22.0,Worldview Entertainment
6411,21 & Over,R,Comedy,2013,5.8,73000.0,Jon Lucas,Jon Lucas,Miles Teller,93.0,2010s,66.0,18.0,Relativity Media
6414,Runner Runner,R,Crime,2013,5.6,61000.0,Brad Furman,Brian Koppelman,Ben Affleck,88.0,2010s,86.0,41.0,New Regency Productions
6415,A Haunted House,R,Comedy,2013,5.0,45000.0,Michael Tiddes,Marlon Wayans,Marlon Wayans,86.0,2010s,82.0,3.0,Open Road Films
6424,Paranoia,PG-13,Drama,2013,5.7,36000.0,Robert Luketic,Jason Hall,Liam Hemsworth,106.0,2010s,23.0,48.0,Relativity Media
6430,The Fifth Estate,R,Biography,2013,6.2,40000.0,Bill Condon,Daniel Domscheit-Berg,Benedict Cumberbatch,128.0,2010s,12.0,38.0,DreamWorks
6434,Bad Words,R,Comedy,2013,6.6,48000.0,Jason Bateman,Andrew Dodge,Jason Bateman,89.0,2010s,11.0,14.0,Aggregate Films
6442,Getaway,PG-13,Action,2013,4.4,23000.0,Courtney Solomon,Sean Finegan,Ethan Hawke,90.0,2010s,16.0,25.0,After Dark Films
6443,Guardians of the Galaxy,PG-13,Action,2014,8.0,1100000.0,James Gunn,James Gunn,Chris Pratt,121.0,2010s,1044.0,230.0,Marvel Studios
6444,Interstellar,PG-13,Adventure,2014,8.6,1600000.0,Christopher Nolan,Jonathan Nolan,Matthew McConaughey,169.0,2010s,947.0,223.0,Paramount Pictures
6445,John Wick,R,Action,2014,7.4,565000.0,Chad Stahelski,Derek Kolstad,Keanu Reeves,101.0,2010s,116.0,27.0,Summit Entertainment
6446,Edge of Tomorrow,PG-13,Action,2014,7.9,620000.0,Doug Liman,Christopher McQuarrie,Tom Cruise,113.0,2010s,500.0,240.0,Warner Brothers
6447,Gone Girl,R,Drama,2014,8.1,893000.0,David Fincher,Gillian Flynn,Ben Affleck,149.0,2010s,499.0,82.0,Twentieth Century Fox
6448,Captain America: The Winter Soldier,PG-13,Action,2014,7.7,764000.0,Anthony Russo,Christopher Markus,Chris Evans,136.0,2010s,964.0,230.0,Marvel Entertainment
6449,The Grand Budapest Hotel,R,Adventure,2014,8.1,734000.0,Wes Anderson,Stefan Zweig,Ralph Fiennes,99.0,2010s,233.0,34.0,Fox Searchlight Pictures
6451,Kingsman: The Secret Service,R,Action,2014,7.7,607000.0,Matthew Vaughn,Jane Goldman,Colin Firth,129.0,2010s,559.0,109.0,Twentieth Century Fox
6452,Ex Machina,R,Drama,2014,7.7,493000.0,Alex Garland,Alex Garland,Alicia Vikander,108.0,2010s,50.0,20.0,A24
6453,Divergent,PG-13,Action,2014,6.6,435000.0,Neil Burger,Evan Daugherty,Shailene Woodley,139.0,2010s,390.0,115.0,Summit Entertainment
6454,Nightcrawler,R,Crime,2014,7.8,486000.0,Dan Gilroy,Dan Gilroy,Jake Gyllenhaal,117.0,2010s,64.0,11.0,Bold Films
6455,The Hobbit: The Battle of the Five Armies,PG-13,Adventure,2014,7.4,487000.0,Peter Jackson,Fran Walsh,Ian McKellen,144.0,2010s,1299.0,338.0,New Line Cinema
6456,The Equalizer,R,Action,2014,7.2,344000.0,Antoine Fuqua,Richard Wenk,Denzel Washington,132.0,2010s,260.0,74.0,Columbia Pictures
6457,The Maze Runner,PG-13,Action,2014,6.8,431000.0,Wes Ball,Noah Oppenheim,Dylan O'Brien,113.0,2010s,470.0,46.0,Twentieth Century Fox
6458,Lucy,R,Action,2014,6.4,460000.0,Luc Besson,Luc Besson,Scarlett Johansson,89.0,2010s,619.0,54.0,EuropaCorp
6459,Chef,R,Adventure,2014,7.3,202000.0,Jon Favreau,Jon Favreau,Jon Favreau,114.0,2010s,65.0,15.0,Aldamisa Entertainment
6460,What We Do in the Shadows,R,Comedy,2014,7.7,164000.0,Jemaine Clement,Jemaine Clement,Jemaine Clement,86.0,2010s,10.0,2.0,Unison Films
6461,The Imitation Game,PG-13,Biography,2014,8.0,707000.0,Morten Tyldum,Graham Moore,Benedict Cumberbatch,114.0,2010s,315.0,19.0,Black Bear Pictures
6462,Fury,R,Action,2014,7.6,442000.0,David Ayer,David Ayer,Brad Pitt,134.0,2010s,286.0,92.0,Columbia Pictures
6463,X-Men: Days of Future Past,PG-13,Action,2014,7.9,673000.0,Bryan Singer,Simon Kinberg,Patrick Stewart,132.0,2010s,1007.0,270.0,Twentieth Century Fox
6464,Predestination,R,Action,2014,7.5,262000.0,Michael Spierig,Michael Spierig,Ethan Hawke,97.0,2010s,7.0,7.0,Screen Australia
6465,The Purge: Anarchy,R,Action,2014,6.4,143000.0,James DeMonaco,James DeMonaco,Frank Grillo,103.0,2010s,151.0,12.0,Universal Pictures
6466,Birdman or (The Unexpected Virtue of Ignorance),R,Comedy,2014,7.7,594000.0,Alejandro G. Iñárritu,Alejandro G. Iñárritu,Michael Keaton,119.0,2010s,139.0,24.0,New Regency Productions
6467,It Follows,R,Horror,2014,6.8,217000.0,David Robert Mitchell,David Robert Mitchell,Maika Monroe,100.0,2010s,30.0,1.0,Northern Lights Films
6468,Blended,PG-13,Comedy,2014,6.5,124000.0,Frank Coraci,Ivan Menchell,Adam Sandler,117.0,2010s,173.0,54.0,Gulfstream Pictures
6469,Hercules,PG-13,Action,2014,6.0,149000.0,Brett Ratner,Ryan J. Condal,Dwayne Johnson,98.0,2010s,331.0,135.0,Paramount Pictures
6470,The Judge,R,Crime,2014,7.4,183000.0,David Dobkin,Nick Schenk,Robert Downey Jr.,141.0,2010s,114.0,68.0,Warner Brothers
6471,Annie,PG,Comedy,2014,5.3,35000.0,Will Gluck,Will Gluck,Quvenzhané Wallis,118.0,2010s,185.0,88.0,Marcy Media
6472,Godzilla,PG-13,Action,2014,6.4,394000.0,Gareth Edwards,Ishirô Honda,Aaron Taylor-Johnson,123.0,2010s,709.0,216.0,Warner Brothers
6473,The Giver,PG-13,Drama,2014,6.5,114000.0,Phillip Noyce,Michael Mitnick,Brenton Thwaites,97.0,2010s,90.0,34.0,Tonik Productions
6474,300: Rise of an Empire,R,Action,2014,6.2,286000.0,Noam Murro,Zack Snyder,Sullivan Stapleton,102.0,2010s,456.0,148.0,Warner Brothers
6475,American Sniper,R,Action,2014,7.3,451000.0,Clint Eastwood,Jason Hall,Bradley Cooper,133.0,2010s,739.0,79.0,Warner Brothers
6477,Big Hero 6,PG,Animation,2014,7.8,423000.0,Don Hall,Jordan Roberts,Ryan Potter,102.0,2010s,888.0,223.0,FortyFour Studios
6478,The Amazing Spider-Man 2,PG-13,Action,2014,6.6,427000.0,Marc Webb,Alex Kurtzman,Andrew Garfield,142.0,2010s,957.0,270.0,Marvel Enterprises
6479,Maleficent,PG,Action,2014,7.0,353000.0,Robert Stromberg,Linda Woolverton,Angelina Jolie,97.0,2010s,1024.0,243.0,Jolie Pas
6480,Into the Woods,PG,Adventure,2014,5.9,135000.0,Rob Marshall,James Lapine,Anna Kendrick,125.0,2010s,287.0,68.0,BBL Motion Picture Studios
6481,Unbroken,PG-13,Action,2014,7.2,155000.0,Angelina Jolie,Joel Coen,Jack O'Connell,137.0,2010s,218.0,88.0,3 Arts Entertainment
6482,The Lego Movie,PG,Animation,2014,7.7,331000.0,Christopher Miller,Phil Lord,Chris Pratt,100.0,2010s,632.0,81.0,Warner Brothers
6483,The Hunger Games: Mockingjay - Part 1,PG-13,Action,2014,6.6,424000.0,Francis Lawrence,Peter Craig,Jennifer Lawrence,123.0,2010s,1020.0,169.0,Lionsgate
6484,Tusk,R,Comedy,2014,5.3,48000.0,Kevin Smith,Kevin Smith,Justin Long,102.0,2010s,3.0,4.0,SModcast Pictures
6485,Night at the Museum: Secret of the Tomb,PG,Adventure,2014,6.2,111000.0,Shawn Levy,David Guion,Ben Stiller,98.0,2010s,490.0,171.0,Twentieth Century Fox
6486,The Fault in Our Stars,PG-13,Drama,2014,7.7,352000.0,Josh Boone,Scott Neustadter,Shailene Woodley,126.0,2010s,415.0,16.0,Fox 2000 Pictures
